RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnPrediction,RiskLevel
4243,105630,Brown,515,France,Female,52,3,"37731,6823091244",2,1,0,"106321,0869510614",1,"0,9022713454",1,High Risk
4244,102259,Williams,616,France,Male,64,9,"49423,3264042834",4,0,0,"159910,1216925059",1,"0,9800011935",1,High Risk
4245,101257,Smith,707,France,Female,50,10,"180418,1496601884",4,1,1,"18771,1286670048",1,"0,5969277610",1,Medium Risk
4246,100464,Jones,724,Spain,Female,20,7,"5520,6234651454",1,1,1,"22458,2729174821",0,"0,0130493371",0,Low Risk
4247,103294,Smith,613,Germany,Female,38,8,"132295,3274888708",3,1,0,"192285,2075921838",0,"0,4875020352",0,Medium Risk
4248,106774,Smith,695,Germany,Male,43,7,"243716,8851584869",3,1,1,"94380,5737274767",0,"0,3741891770",0,Medium Risk
4249,107431,Davis,676,Germany,Female,39,8,"8255,7861153590",3,0,1,"151046,5475625678",0,"0,2944497571",0,Low Risk
4250,101230,Jones,644,France,Female,41,9,"156413,0071988998",3,1,1,"176627,2452994874",0,"0,2524220002",0,Low Risk
4251,109076,Garcia,696,France,Female,23,0,"11388,8160265653",1,1,1,"83504,8414686390",0,"0,0214557810",0,Low Risk
4252,103805,Miller,557,France,Male,18,10,"329288,9714423963",1,1,1,"114862,5737536394",0,"0,0053950254",0,Low Risk
4253,106419,Williams,650,France,Female,24,0,"168937,2820783778",1,1,1,"174664,4113516785",0,"0,0220295019",0,Low Risk
4254,105750,Garcia,489,Spain,Male,20,2,"118739,2160038593",1,1,0,"124537,7292411491",0,"0,0275894616",0,Low Risk
4255,103856,Garcia,644,Germany,Male,40,3,"79863,9861237706",3,0,1,"47077,1746494972",1,"0,2869018045",0,Low Risk
4256,103135,Garcia,792,France,Male,42,1,"253599,9815545476",1,0,1,"124407,0992048534",0,"0,3598645963",0,Medium Risk
4257,106953,Miller,618,France,Male,18,9,"12677,8586982640",1,1,0,"193630,3459822712",0,"0,0191253258",0,Low Risk
4258,109116,Johnson,782,Germany,Female,37,6,"12986,2945061594",2,1,1,"197414,4662766969",0,"0,2986934240",0,Low Risk
4259,106034,Miller,619,Germany,Female,66,8,"172872,5590283489",2,1,0,"182761,6991318384",1,"0,9951412031",1,High Risk
4260,104589,Garcia,541,Germany,Female,41,10,"65839,7753041311",1,1,1,"147601,4298551102",0,"0,4657034400",0,Medium Risk
4261,101546,Johnson,716,France,Female,32,5,"186469,4024003363",2,1,0,"177752,8638787777",0,"0,2257289670",0,Low Risk
4262,106065,Jones,696,Germany,Female,52,3,"49538,1701669154",2,1,0,"88873,4155808028",0,"0,9306420771",1,High Risk
4263,101094,Miller,850,France,Female,74,5,"60122,4949995674",2,1,1,"75968,6767302526",1,"0,9964000081",1,High Risk
4264,102411,Williams,552,Spain,Female,42,0,"40358,4881313691",2,0,1,"199042,3533448000",1,"0,3099714491",0,Medium Risk
4265,102617,Garcia,685,France,Female,30,5,"301060,7602317780",4,1,1,"177788,6046448810",0,"0,0267536283",0,Low Risk
4266,108954,Brown,689,France,Male,40,3,"62539,5162030454",3,1,0,"33170,1672894106",1,"0,5064952892",1,Medium Risk
4267,104145,Jones,755,Germany,Male,59,2,"140689,3361111840",2,1,0,"164213,0246106111",1,"0,9785018174",1,High Risk
4268,102775,Johnson,702,France,Female,37,5,"119042,7674841329",3,0,1,"13866,0579868456",0,"0,1563320910",0,Low Risk
4269,106628,Miller,621,Germany,Male,39,8,"26799,3103447254",3,1,1,"91930,0229947210",0,"0,3006863590",0,Medium Risk
4270,103155,Williams,542,France,Male,60,7,"245320,3163602317",2,0,1,"27452,2017920911",1,"0,9242015819",1,High Risk
4271,103970,Smith,684,France,Male,40,7,"78675,9401341320",3,0,0,"80989,4771749703",0,"0,4867213429",0,Medium Risk
4272,107972,Williams,687,Spain,Female,64,8,"193659,5992222454",4,1,1,"164228,5855854731",1,"0,9559260470",1,High Risk
4273,108775,Williams,713,France,Male,18,5,"178491,0277556621",3,0,1,"39854,0677762312",0,"0,0030246620",0,Low Risk
4274,105415,Garcia,621,France,Male,45,7,"6046,1472815297",3,1,0,"77851,3138597678",0,"0,6763085460",1,High Risk
4275,104331,Garcia,677,France,Female,68,6,"96698,6296435457",3,0,1,"59689,7090782286",0,"0,9824426171",1,High Risk
4276,101942,Miller,495,Spain,Female,75,0,"155582,3533110562",2,1,0,"36078,9979203078",1,"0,9986976484",1,High Risk
4277,106026,Miller,547,Germany,Female,32,5,"236977,5366770852",2,1,0,"194182,5688106668",1,"0,2487692545",0,Low Risk
4278,108301,Davis,743,Spain,Male,35,10,"70581,8489910453",4,0,1,"93383,2753184441",0,"0,0952798389",0,Low Risk
4279,100191,Johnson,667,Spain,Male,68,3,"138914,9008004121",3,1,1,"15689,7230169189",1,"0,9812988864",1,High Risk
4280,109095,Davis,697,Spain,Female,33,2,"349431,4163211244",2,1,0,"139236,4598555658",0,"0,2516173175",0,Low Risk
4281,100861,Miller,590,France,Female,31,2,"175934,5101356446",1,1,1,"110473,9091806503",0,"0,1059138101",0,Low Risk
4282,106711,Johnson,577,Spain,Female,31,9,"192705,1264629156",1,0,0,"166042,2400208018",0,"0,2243798677",0,Low Risk
4283,109275,Garcia,607,France,Female,25,7,"52303,7924567118",2,1,0,"80098,0127930360",0,"0,0597977029",0,Low Risk
4284,100649,Garcia,673,Spain,Female,22,0,"9616,8086261512",1,0,1,"183117,3989935406",0,"0,0163279825",0,Low Risk
4285,104134,Brown,718,Spain,Male,36,6,"338223,4844108651",4,1,1,"16834,5438229723",0,"0,0935733669",0,Low Risk
4286,107587,Brown,625,Germany,Female,18,10,"119013,0916201943",2,1,1,"110360,0049783555",0,"0,0067521471",0,Low Risk
4287,108828,Jones,484,France,Male,29,9,"18773,2961294994",3,0,1,"103670,7980792686",0,"0,0286708937",0,Low Risk
4288,101036,Garcia,690,Germany,Female,62,3,"364322,5418890208",4,0,1,"13804,8173714521",1,"0,9177964003",1,High Risk
4289,104131,Smith,676,Germany,Male,52,0,"125802,8095043744",2,1,1,"23513,0157027898",0,"0,8045909453",1,High Risk
4290,102148,Brown,697,France,Male,30,1,"9471,5516534154",4,1,1,"65804,0275977401",0,"0,0291403452",0,Low Risk
4291,105457,Johnson,735,Spain,Female,42,6,"18731,0135289919",3,1,0,"119872,2241365781",0,"0,5636634814",1,Medium Risk
4292,106079,Williams,727,Germany,Male,37,9,"200552,5047793481",1,1,0,"50493,7794248275",0,"0,5898008583",1,Medium Risk
4293,102430,Miller,786,France,Male,27,0,"307547,8959628363",3,1,0,"46243,3671578555",0,"0,0497002270",0,Low Risk
4294,101879,Miller,652,Germany,Female,18,5,"45385,8365911009",3,1,0,"37173,2727799126",0,"0,0139766856",0,Low Risk
4295,107542,Jones,606,Germany,Male,25,3,"53317,6704607764",1,1,1,"186410,1550810864",0,"0,0360734949",0,Low Risk
4296,102011,Brown,754,Spain,Male,34,2,"50327,8421566051",4,1,0,"117978,6827575967",0,"0,1946483550",0,Low Risk
4297,103373,Williams,740,Germany,Male,76,6,"180397,0897811435",2,0,1,"57986,4175113243",1,"0,9976179257",1,High Risk
4298,107357,Williams,626,France,Female,48,8,"60377,4842855326",2,0,1,"194568,6419632124",0,"0,6307738699",1,High Risk
4299,101289,Brown,760,France,Female,37,4,"47041,5262280971",4,1,1,"88520,9713006900",1,"0,1410460957",0,Low Risk
4300,101447,Smith,657,France,Male,46,5,"97251,3596747698",2,1,0,"32713,6071644994",1,"0,7596893859",1,High Risk
4301,103199,Smith,777,France,Male,42,6,"67439,0119925173",2,1,1,"107867,7855966046",0,"0,3650266436",0,Medium Risk
4302,106381,Jones,822,Spain,Female,28,9,"76233,3167149484",3,1,1,"93544,3952930708",0,"0,0318914385",0,Low Risk
4303,107522,Davis,850,France,Female,38,5,"52258,3082842458",3,1,1,"127943,8964221921",1,"0,2110008988",0,Low Risk
4304,106059,Smith,656,France,Male,33,5,"61713,8801372772",4,0,1,"143298,3309929643",0,"0,0534053355",0,Low Risk
4305,103183,Jones,791,Spain,Male,18,2,"3663,8396033985",1,0,1,"76770,8778641223",0,"0,0071763997",0,Low Risk
4306,105462,Davis,735,France,Male,30,10,"260075,2901609123",1,1,0,"43834,1147725590",0,"0,1707520205",0,Low Risk
4307,103216,Davis,744,France,Female,37,2,"3104,9854683623",3,0,1,"89500,6332569163",0,"0,1671729806",0,Low Risk
4308,103136,Johnson,692,Germany,Male,45,4,"148197,9174222627",1,0,1,"106708,4018596990",0,"0,6009706387",1,High Risk
4309,103318,Davis,745,France,Male,39,6,"35420,4757739205",2,1,0,"99440,2963776337",0,"0,5606234915",1,Medium Risk
4310,102782,Brown,512,Germany,Male,53,5,"11906,9936600787",3,1,0,"17958,6203333400",1,"0,9146672597",1,High Risk
4311,109182,Davis,647,Spain,Female,36,1,"94082,4752299017",1,0,0,"161227,6683529083",0,"0,4451020663",0,Medium Risk
4312,107657,Williams,584,Spain,Male,58,2,"122741,7609553847",1,1,1,"76237,4694864550",1,"0,9391026993",1,High Risk
4313,104920,Jones,576,France,Male,42,4,"99479,7385576997",2,0,1,"66771,0507267082",0,"0,2922622909",0,Low Risk
4314,106324,Miller,506,France,Male,46,6,"85821,9371858792",3,0,0,"51792,3348040304",0,"0,6598725726",1,High Risk
4315,106327,Smith,597,Germany,Female,43,5,"76827,2843251563",1,1,0,"121401,5148638433",1,"0,7804481686",1,High Risk
4316,108417,Miller,632,France,Male,31,9,"77883,3010506732",1,1,1,"122570,4434392656",0,"0,1118723521",0,Low Risk
4317,100776,Jones,668,France,Male,48,2,"200560,4600654346",1,1,1,"92761,6398385500",0,"0,6745932629",1,High Risk
4318,105208,Garcia,648,France,Female,30,6,"9447,9542465455",4,0,0,"138319,2537415578",0,"0,0705982938",0,Low Risk
4319,100687,Jones,755,Germany,Male,24,4,"17122,5840011557",2,0,1,"18774,4247330344",0,"0,0210714270",0,Low Risk
4320,100529,Smith,560,Spain,Female,43,9,"167478,2004926945",4,1,0,"162774,3177191452",0,"0,4920788055",0,Medium Risk
4321,105067,Garcia,455,Spain,Female,38,3,"36102,7163620174",1,1,1,"59854,2268658635",0,"0,3459382526",0,Medium Risk
4322,108080,Garcia,703,Spain,Female,27,5,"147648,2263195603",3,1,1,"99880,5149911990",0,"0,0243730860",0,Low Risk
4323,105518,Davis,645,France,Female,40,1,"43493,9148921743",2,0,1,"151952,6849537752",0,"0,3065932826",0,Medium Risk
4324,102153,Smith,643,Germany,Female,49,6,"259575,0395473416",3,1,0,"44385,8354784613",1,"0,8402804498",1,High Risk
4325,109486,Garcia,578,France,Female,36,1,"33035,8105609888",2,0,1,"181676,0143780143",0,"0,1559966221",0,Low Risk
4326,106094,Brown,740,Spain,Male,63,6,"55668,8726038063",4,0,1,"37155,3134466894",1,"0,9376831167",1,High Risk
4327,106974,Williams,608,Spain,Female,56,7,"17297,5145037112",4,1,0,"164719,2115901329",1,"0,9288450461",1,High Risk
4328,109718,Miller,561,Spain,Male,32,1,"109866,5884186967",1,1,1,"86699,3693450696",0,"0,1176364711",0,Low Risk
4329,104774,Brown,817,Spain,Female,21,7,"51563,9030009145",4,0,0,"42508,7751142390",0,"0,0135938018",0,Low Risk
4330,107692,Brown,719,Germany,Male,37,6,"283368,4544984489",4,1,0,"175411,2218207707",0,"0,3207244238",0,Medium Risk
4331,103103,Smith,645,Germany,Male,45,2,"1587,3322421629",3,0,0,"149561,3335834367",1,"0,6781093672",1,High Risk
4332,102440,Davis,405,Spain,Female,18,6,"49045,3518141659",1,0,0,"54843,6546717184",0,"0,0191464693",0,Low Risk
4333,104135,Smith,626,Germany,Male,18,0,"2391,3271841975",3,1,1,"136916,3293036079",0,"0,0050147401",0,Low Risk
4334,107124,Miller,647,Spain,Male,20,1,"39904,8032093339",4,0,0,"40963,3137674401",0,"0,0101155646",0,Low Risk
4335,105201,Williams,796,Spain,Female,56,4,"47843,1427901148",4,0,1,"195379,9396056462",1,"0,7946157747",1,High Risk
4336,100844,Jones,475,Germany,Male,60,10,"29858,9874641395",1,1,0,"114936,1140790119",1,"0,9891613427",1,High Risk
4337,100446,Brown,806,France,Male,23,8,"29508,4219912294",1,1,1,"39917,5593285091",0,"0,0207403956",0,Low Risk
4338,103915,Garcia,693,France,Female,18,0,"30118,5531482207",3,1,1,"24038,4656313913",0,"0,0042800483",0,Low Risk
4339,103109,Williams,529,France,Male,42,4,"30959,5826429388",4,0,0,"130140,8785162778",0,"0,3802993449",0,Medium Risk
4340,101234,Brown,742,France,Male,41,5,"33168,4346386124",2,1,1,"133037,4250509721",0,"0,3237665289",0,Medium Risk
4341,106587,Jones,625,France,Female,21,2,"190581,0542282790",3,1,1,"196021,4398532423",0,"0,0064001949",0,Low Risk
4342,100226,Davis,483,Germany,Male,23,4,"3983,7118653156",2,1,0,"105170,0565001150",0,"0,0469980989",0,Low Risk
4343,104143,Garcia,605,France,Male,29,1,"450169,3254348956",3,1,1,"75481,9051737787",0,"0,0245616347",0,Low Risk
4344,107185,Brown,675,Spain,Female,32,10,"33062,1816263753",4,0,0,"145373,2086587007",0,"0,1443122809",0,Low Risk
4345,105558,Johnson,656,France,Male,43,7,"2834,4080604531",4,1,1,"162743,2383597110",0,"0,2610396038",0,Low Risk
4346,100186,Miller,714,Spain,Female,18,2,"19256,4844784334",3,1,0,"140919,6310224718",0,"0,0119123459",0,Low Risk
4347,102535,Williams,759,France,Female,67,4,"284500,9280451031",3,1,1,"151630,3436023005",1,"0,9779404530",1,High Risk
4348,101932,Miller,540,Germany,Male,44,0,"600089,9903226782",2,1,1,"142019,5705808787",0,"0,3885192342",0,Medium Risk
4349,109040,Smith,647,Germany,Male,40,4,"28336,2173977600",4,1,1,"44322,8259436110",1,"0,2583068102",0,Low Risk
4350,102032,Brown,589,Spain,Female,29,0,"25547,2118890046",1,0,0,"164308,7178827476",0,"0,1467042623",0,Low Risk
4351,101252,Garcia,525,Germany,Female,26,8,"180843,9376859740",2,1,0,"129462,4374170286",0,"0,0797644347",0,Low Risk
4352,105509,Garcia,644,France,Female,27,1,"245587,5148057291",1,1,0,"85348,4176760289",0,"0,0979863487",0,Low Risk
4353,105074,Williams,693,France,Female,31,5,"105085,4507645195",1,1,0,"136516,6620915139",0,"0,2637950736",0,Low Risk
4354,101881,Williams,699,France,Male,45,8,"274606,8552690065",3,0,0,"171116,3835223049",0,"0,6146487970",1,High Risk
4355,100269,Miller,610,France,Female,56,2,"299598,1882163348",3,1,1,"174038,3628236689",1,"0,8235637817",1,High Risk
4356,101630,Garcia,549,Germany,Male,18,5,"142581,8261591879",1,0,1,"74474,5516190018",0,"0,0070719670",0,Low Risk
4357,104405,Garcia,585,Germany,Male,32,0,"42879,7710010665",2,1,0,"33826,5778743146",1,"0,2739233335",0,Low Risk
4358,106139,Garcia,462,Spain,Male,41,6,"16188,3452041024",3,1,0,"53646,7693731088",0,"0,4882799110",0,Medium Risk
4359,101574,Brown,531,Spain,Male,42,1,"72913,2141032550",4,1,0,"125932,2211616646",0,"0,4108997451",0,Medium Risk
4360,101695,Garcia,539,France,Male,30,4,"34194,1295173273",1,1,1,"108898,4869838725",0,"0,0679796743",0,Low Risk
4361,103258,Smith,734,France,Male,33,4,"12613,2354787584",3,1,1,"104707,9621789587",0,"0,0873823087",0,Low Risk
4362,103262,Garcia,734,Spain,Male,35,0,"50086,9436410593",2,1,0,"68732,0983704402",0,"0,3519642459",0,Medium Risk
4363,101445,Smith,850,France,Male,21,10,"65347,6076479168",3,1,1,"25839,2561648042",0,"0,0068380983",0,Low Risk
4364,106263,Brown,674,Germany,Female,25,6,"108466,8413689692",1,0,0,"68290,1093241439",0,"0,0919604076",0,Low Risk
4365,108411,Williams,601,Germany,Male,18,3,"24992,3162591025",1,0,1,"141942,3106762459",0,"0,0083014674",0,Low Risk
4366,100052,Davis,651,Germany,Male,55,3,"202870,0408579812",3,1,1,"128770,6007310992",0,"0,8346422845",1,High Risk
4367,109949,Smith,633,Spain,Male,47,6,"20510,9379239188",4,0,1,"63700,2095992597",1,"0,4216986675",0,Medium Risk
4368,105570,Brown,586,Spain,Female,18,9,"588882,1950508895",4,0,1,"157019,1753869361",0,"0,0018858583",0,Low Risk
4369,107579,Davis,681,Spain,Male,22,0,"81391,2751457530",2,1,0,"192267,7636658785",0,"0,0324080608",0,Low Risk
4370,101666,Davis,669,Spain,Male,18,5,"15881,0944378131",4,0,1,"59165,8906945873",0,"0,0024695623",0,Low Risk
4371,106901,Garcia,641,Spain,Male,24,0,"179814,1735118732",2,1,1,"159799,0834411714",0,"0,0159826928",0,Low Risk
4372,102785,Brown,620,France,Male,42,5,"29266,9387645535",4,0,1,"159754,5103924580",1,"0,1964641475",0,Low Risk
4373,100719,Davis,713,Spain,Female,82,9,"20864,0508887836",4,1,1,"112274,8877261004",1,"0,9988041587",1,High Risk
4374,108597,Garcia,594,France,Female,32,1,"14478,6229784647",1,1,0,"13470,2805253027",0,"0,3053691211",0,Medium Risk
4375,106855,Miller,609,Germany,Male,46,9,"80049,8090081021",3,1,0,"67023,1674835058",1,"0,7698153148",1,High Risk
4376,102294,Brown,697,France,Male,37,10,"211466,6608202663",1,1,0,"18950,8289693978",1,"0,5196601180",1,Medium Risk
4377,108263,Davis,751,France,Female,42,0,"227409,5842442562",2,1,1,"88574,0963869604",0,"0,3374183822",0,Medium Risk
4378,109421,Williams,742,France,Female,34,7,"153999,8534192211",4,1,1,"118788,1445773218",0,"0,0819467125",0,Low Risk
4379,109759,Smith,624,France,Female,56,6,"87095,2372157211",3,1,0,"94047,1981405052",1,"0,9415764990",1,High Risk
4380,104482,Miller,523,France,Female,47,1,"75477,5147929838",2,1,0,"142332,6455290724",1,"0,7817059790",1,High Risk
4381,100698,Williams,621,France,Female,38,1,"46804,0346893025",1,1,1,"55879,9002889879",1,"0,3309286422",0,Medium Risk
4382,107243,Johnson,657,Spain,Female,48,4,"4506,6823013420",4,1,1,"26284,1995744084",0,"0,5128151783",1,Medium Risk
4383,109018,Garcia,538,Spain,Male,53,3,"181148,5909265263",4,1,0,"43409,8682898439",1,"0,8391779291",1,High Risk
4384,105918,Davis,619,Spain,Male,28,3,"754687,1726130927",3,1,1,"61949,6281043771",0,"0,0178742429",0,Low Risk
4385,100348,Smith,770,Spain,Female,46,8,"253637,2619233588",2,1,1,"57419,6540554640",0,"0,5737184665",1,Medium Risk
4386,105374,Williams,664,Spain,Female,52,10,"270363,8239330183",3,1,1,"108313,6578121270",0,"0,7320351853",1,High Risk
4387,107869,Smith,595,Spain,Female,45,0,"40529,9672051830",3,1,1,"180793,3815141959",1,"0,4253293261",0,Medium Risk
4388,100307,Johnson,652,Germany,Male,49,9,"10458,9522752322",2,1,1,"78757,1183436974",0,"0,7583098461",1,High Risk
4389,103416,Jones,658,Germany,Female,40,8,"205247,3931686046",1,0,1,"27479,0305495605",1,"0,4513300438",0,Medium Risk
4390,104820,Garcia,612,Spain,Male,47,2,"144311,8184238863",2,1,1,"166073,3696174651",0,"0,5785129148",1,Medium Risk
4391,103558,Garcia,727,France,Male,61,7,"49490,9724033019",2,1,1,"14626,8755584038",1,"0,9562896046",1,High Risk
4392,104478,Brown,467,France,Female,23,4,"179322,5888102169",3,1,1,"108712,3649736082",0,"0,0093829671",0,Low Risk
4393,106531,Davis,697,Germany,Female,38,9,"14935,3824219234",3,1,0,"164015,5250143476",1,"0,5184726127",1,Medium Risk
4394,104620,Garcia,592,France,Male,27,2,"105292,4617718597",2,0,1,"118304,8354953748",0,"0,0253635229",0,Low Risk
4395,102985,Garcia,754,France,Male,29,8,"306580,8996535207",2,1,1,"186833,9291368179",0,"0,0411661862",0,Low Risk
4396,108112,Williams,522,France,Male,46,8,"241260,4573363783",1,0,1,"17230,3169833330",0,"0,5485658867",1,Medium Risk
4397,108467,Miller,743,Spain,Female,18,7,"143066,3259989296",4,0,1,"189027,2595930063",0,"0,0025592662",0,Low Risk
4398,102547,Garcia,571,Spain,Female,22,2,"31004,0553216533",3,1,0,"152835,1894527355",0,"0,0227197277",0,Low Risk
4399,100336,Garcia,682,France,Female,57,2,"10821,3126761870",2,0,0,"73296,0146710412",1,"0,9599471286",1,High Risk
4400,102979,Davis,603,France,Male,19,9,"39265,1720317591",1,1,1,"129839,2751590426",0,"0,0087755379",0,Low Risk
4401,103968,Johnson,762,France,Female,60,10,"96064,3532523226",3,1,0,"117464,8165342561",1,"0,9758544591",1,High Risk
4402,100910,Miller,630,Germany,Female,38,9,"38053,7263944773",4,1,0,"183123,2120241454",0,"0,4213470062",0,Medium Risk
4403,101996,Johnson,577,France,Female,37,2,"53292,5296371163",1,1,1,"89358,4091557639",1,"0,2695767672",0,Low Risk
4404,103129,Davis,789,France,Male,28,10,"51685,4220008471",4,1,1,"30324,4995974817",0,"0,0212811203",0,Low Risk
4405,105447,Smith,621,France,Female,34,5,"40921,2210066326",2,1,1,"24523,7102798260",0,"0,1478305587",0,Low Risk
4406,106129,Smith,702,France,Female,42,1,"256983,1752857456",3,1,0,"89518,5623043039",1,"0,4934187014",0,Medium Risk
4407,105850,Garcia,743,France,Female,35,8,"38559,2737110730",1,1,0,"197295,2719007727",0,"0,4649664674",0,Medium Risk
4408,104204,Garcia,562,Germany,Female,25,1,"504015,8426922752",2,0,1,"128187,3312090676",0,"0,0169016666",0,Low Risk
4409,107446,Brown,692,France,Female,48,9,"23487,9821787076",1,1,1,"151345,8691042266",1,"0,7502209056",1,High Risk
4410,108519,Smith,705,Germany,Male,57,7,"206061,9883022611",1,1,1,"192926,9544561387",0,"0,9425549532",1,High Risk
4411,109991,Williams,495,France,Male,18,9,"131802,7069231118",2,1,0,"136521,2034903351",0,"0,0122470822",0,Low Risk
4412,100314,Garcia,682,France,Male,71,3,"110504,8165848811",3,0,1,"124995,2918160300",0,"0,9883833307",1,High Risk
4413,101134,Williams,614,France,Male,43,3,"58941,4812773975",2,1,0,"47085,6940604397",1,"0,6398676925",1,High Risk
4414,104876,Garcia,812,Germany,Male,46,4,"169601,5496317078",3,1,1,"66138,5333853471",0,"0,5136995669",1,Medium Risk
4415,108102,Davis,736,Germany,Female,61,0,"67770,4832105286",1,1,0,"177368,8987809683",1,"0,9896785084",1,High Risk
4416,109712,Williams,693,Spain,Male,18,3,"14565,0619052127",1,1,1,"107245,7806309443",0,"0,0080806987",0,Low Risk
4417,108347,Jones,445,France,Male,18,5,"32919,4975654786",2,1,1,"174300,9965675303",0,"0,0048903919",0,Low Risk
4418,105592,Williams,694,France,Female,18,9,"20141,8037563657",1,0,0,"14559,2702948167",0,"0,0191397753",0,Low Risk
4419,101724,Miller,573,France,Male,20,1,"84307,1424796818",1,0,0,"106917,9205662380",0,"0,0222124656",0,Low Risk
4420,103343,Smith,737,France,Male,47,10,"106538,6889356201",4,1,0,"70984,4526262144",0,"0,6917053075",1,High Risk
4421,100886,Garcia,634,France,Male,20,2,"40937,4735241998",4,0,0,"64428,1928073558",0,"0,0094573101",0,Low Risk
4422,100721,Smith,598,France,Male,25,10,"4031,7751841891",4,1,1,"173799,1813771941",0,"0,0113498052",0,Low Risk
4423,107678,Miller,606,France,Female,27,3,"107510,3629389046",3,1,1,"169509,7170970815",0,"0,0221015952",0,Low Risk
4424,109104,Miller,612,Germany,Female,36,2,"6396,2437999514",4,1,0,"180400,1023593767",1,"0,3108242206",0,Medium Risk
4425,103357,Williams,515,Spain,Male,35,8,"337183,7578922908",2,1,0,"92501,6284485196",0,"0,3175896747",0,Medium Risk
4426,100870,Johnson,528,France,Male,26,5,"218282,8383886622",4,0,0,"192753,8596876547",0,"0,0252269083",0,Low Risk
4427,106751,Johnson,616,France,Female,23,10,"177715,6274875332",3,0,0,"71993,7807531987",0,"0,0241622274",0,Low Risk
4428,100497,Miller,805,Spain,Male,34,4,"45814,2981034334",4,1,0,"197949,8112146669",0,"0,1920002428",0,Low Risk
4429,101756,Johnson,721,France,Female,39,4,"136646,3892988457",2,1,1,"154234,4268232368",0,"0,3000597754",0,Medium Risk
4430,101117,Garcia,730,Spain,Female,59,1,"4693,7166860199",4,1,0,"134866,6195407907",1,"0,9546755259",1,High Risk
4431,102828,Brown,769,Spain,Male,23,8,"9390,9321577313",4,1,0,"179465,1557785503",0,"0,0222385922",0,Low Risk
4432,101647,Jones,678,Spain,Male,36,1,"68229,8545344296",1,1,1,"130583,0601800879",0,"0,2532606577",0,Low Risk
4433,106992,Williams,604,France,Male,18,4,"88373,9707409187",4,1,1,"90703,7679972523",0,"0,0026008902",0,Low Risk
4434,106771,Brown,608,Germany,Male,55,6,"145650,5310065836",4,1,1,"79658,9511856837",1,"0,8051000700",1,High Risk
4435,100142,Johnson,567,Germany,Male,36,2,"35341,4906048661",1,1,0,"38084,8244443920",1,"0,5125270525",1,Medium Risk
4436,102761,Williams,731,France,Male,50,7,"78220,7828244475",4,0,0,"102146,3184255137",1,"0,7709794094",1,High Risk
4437,103435,Brown,556,Spain,Male,57,4,"6458,3936433448",2,1,1,"160338,3271137428",1,"0,8997923367",1,High Risk
4438,106622,Smith,850,France,Male,45,9,"63651,6871102091",2,1,0,"37525,5940533365",0,"0,7473160013",1,High Risk
4439,107069,Johnson,559,Spain,Male,40,2,"111248,9476833646",4,1,0,"186314,7412471356",0,"0,3897248179",0,Medium Risk
4440,104512,Davis,772,France,Male,18,2,"456995,6782132679",2,1,0,"53090,6372737042",0,"0,0112557112",0,Low Risk
4441,101848,Brown,772,France,Female,36,2,"146084,7181005464",1,0,1,"192582,2327719004",0,"0,2203996915",0,Low Risk
4442,102696,Davis,712,Germany,Male,23,10,"539962,4783675802",4,1,1,"97636,2191196145",0,"0,0073386464",0,Low Risk
4443,101717,Garcia,812,France,Male,22,2,"68898,7103853714",4,0,1,"37697,3018254744",0,"0,0052101757",0,Low Risk
4444,103072,Smith,630,France,Female,18,3,"56731,1865611695",3,0,1,"32704,5415555323",0,"0,0034467743",0,Low Risk
4445,109259,Johnson,662,France,Female,35,9,"179701,1405227463",1,1,1,"136347,4673565924",0,"0,2167980908",0,Low Risk
4446,102786,Jones,672,France,Male,25,0,"62061,2768105752",1,1,0,"164354,3012214108",0,"0,0739101490",0,Low Risk
4447,103791,Miller,709,Germany,Female,27,2,"141115,3266668241",4,1,0,"22382,5328550355",0,"0,0549795309",0,Low Risk
4448,109480,Johnson,468,France,Male,23,9,"520356,3851282291",4,0,0,"184109,2676460520",0,"0,0123781250",0,Low Risk
4449,103871,Davis,639,France,Female,58,9,"128951,5844813784",1,1,0,"18836,9836193259",1,"0,9793909051",1,High Risk
4450,101806,Garcia,735,France,Female,22,4,"1440,6127387614",2,1,1,"114267,7085529979",0,"0,0126551075",0,Low Risk
4451,101504,Jones,612,France,Female,32,7,"19879,6541093214",1,0,1,"108728,3753536882",0,"0,1279390195",0,Low Risk
4452,103308,Jones,845,Germany,Male,35,7,"32333,4184502812",3,1,1,"163349,8504287315",0,"0,1585939235",0,Low Risk
4453,107117,Jones,662,France,Female,35,8,"172673,3103492763",2,0,0,"121217,6517004423",0,"0,3200667790",0,Medium Risk
4454,105048,Williams,701,Spain,Female,64,8,"269020,9599889080",1,1,0,"75058,1534700761",1,"0,9936245164",1,High Risk
4455,108263,Williams,805,France,Female,18,5,"104895,8574583348",4,1,0,"120919,4657934935",0,"0,0075949845",0,Low Risk
4456,101690,Davis,662,France,Female,42,9,"9215,6046906808",1,0,1,"190803,9391797606",0,"0,4300316642",0,Medium Risk
4457,109536,Miller,803,Germany,Female,52,6,"69219,6429262990",4,1,1,"34702,5460895100",0,"0,7259256300",1,High Risk
4458,103303,Jones,708,France,Female,42,10,"195929,6036567999",1,1,1,"135313,2757572031",0,"0,4563866828",0,Medium Risk
