RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5331,109643,Smith,799,France,Female,51,10,34921.584366141666,4,0,1,130036.6276786612,1
5332,102313,Johnson,823,Germany,Female,34,2,7368.232656676371,3,1,0,126992.41953636492,0
5333,109706,Jones,674,France,Male,47,9,157106.1688883968,3,1,0,99553.7834474287,0
5334,101231,Smith,556,France,Female,18,3,15682.129085138638,1,1,1,129499.73287822916,0
5335,109837,Garcia,735,Germany,Female,59,3,23986.071619241815,1,0,1,109721.80016212822,0
5336,105831,Jones,630,France,Female,38,5,122474.64628438816,1,0,1,91135.53082213679,1
5337,102999,Johnson,664,France,Female,18,6,83131.26617703638,2,1,1,109908.15093213026,0
5338,103440,Garcia,671,Germany,Male,47,8,253195.13233940612,2,1,1,166133.63438899393,0
5339,104056,Miller,584,France,Female,35,9,308641.2876631767,4,1,0,182539.38988548785,0
5340,100305,Jones,684,Germany,Female,66,5,37682.16606126915,2,0,0,131903.77288467204,1
5341,109915,Miller,503,France,Female,62,1,39185.43196446896,2,1,1,173942.09322477042,1
5342,101689,Johnson,430,Spain,Male,52,9,23539.55103146232,3,1,1,12419.033317331596,1
5343,109709,Jones,686,France,Male,18,9,72901.59626392521,3,0,1,188805.2292964029,0
5344,103917,Jones,754,France,Female,35,6,47479.532183742864,4,0,0,13096.491241614116,0
5345,107080,Brown,598,Germany,Female,58,9,1476.1237353884064,1,0,1,187749.3236229125,1
5346,108611,Garcia,593,France,Female,51,8,50245.28999360668,3,1,0,45433.722984383894,1
5347,102936,Davis,714,Spain,Female,25,7,6368.734330698868,3,1,1,29144.426928510376,0
5348,103862,Garcia,647,Germany,Female,37,3,160466.9471412321,3,1,1,178392.90780722728,0
5349,109642,Smith,593,Spain,Male,47,1,264357.03773784026,2,1,1,14712.805005330092,1
5350,105649,Miller,680,France,Male,18,7,35072.67212991014,3,1,1,167443.06957347863,0
5351,103261,Miller,650,Spain,Female,18,5,105186.2005498999,3,0,0,49750.02727546767,0
5352,109356,Garcia,525,France,Female,75,7,9268.668189476632,1,1,0,86829.11708204243,1
5353,101819,Garcia,639,France,Female,34,10,45180.8357646697,2,0,0,13143.85928541812,0
5354,101342,Jones,668,France,Male,18,8,85781.68541684022,1,0,1,194627.45548823432,0
5355,105560,Miller,596,Germany,Male,28,2,11000.7559786424,1,1,1,95007.559989686,0
5356,102226,Williams,742,Spain,Female,43,7,47343.33405153714,2,0,1,93267.8301028746,0
5357,101079,Davis,698,France,Male,50,9,310646.68326669093,2,0,0,15950.94247254753,1
5358,104206,Brown,622,Spain,Female,29,7,18162.107742443695,2,0,1,46634.08582011006,0
5359,106280,Davis,663,Spain,Male,21,4,96818.83278518457,1,1,0,48348.60962541795,0
5360,107235,Smith,612,France,Male,52,5,179184.62881451892,4,1,1,13644.440417545651,1
5361,100813,Davis,627,Germany,Male,24,4,147477.9714653935,1,1,1,43673.70380903878,0
5362,105089,Brown,631,France,Male,35,5,147570.24448077107,2,1,0,188647.1582622231,0
5363,102031,Smith,472,Spain,Male,49,0,6094.2493065090375,1,1,1,121378.37600225607,0
5364,108514,Johnson,652,Germany,Male,31,9,363445.9071413494,4,1,0,14913.414894780019,0
5365,109095,Jones,681,France,Female,69,9,129881.27900656317,4,1,0,52131.61597069139,1
5366,109733,Garcia,850,Spain,Female,26,9,308655.30373589986,4,0,0,89604.17537436001,0
5367,105911,Garcia,693,France,Female,33,1,387563.2468576149,3,1,0,43910.893299481344,1
5368,102653,Williams,584,Spain,Female,33,7,44161.49339245189,1,1,1,41190.117050099754,0
5369,103340,Davis,485,France,Female,29,0,78390.8906688412,2,1,1,192196.52400361415,0
5370,107876,Miller,544,Spain,Female,55,8,130735.47683716305,1,1,0,198599.54432379614,1
5371,101141,Miller,600,Germany,Female,33,6,189103.04781207658,4,1,1,129046.0815803591,0
5372,109041,Brown,601,Germany,Female,81,0,353864.9632007708,4,1,1,174882.18635586507,1
5373,108558,Brown,626,France,Female,40,4,366735.3877125738,4,0,0,93587.40791908668,0
5374,102897,Brown,609,Spain,Male,42,1,39713.09142780512,1,0,1,12707.41699869255,0
5375,109281,Miller,626,France,Female,18,10,114092.95839900945,2,1,0,121517.4366918027,0
5376,104041,Garcia,607,France,Female,30,0,15891.682165259566,3,1,0,42871.531357031825,0
5377,102038,Miller,651,France,Male,49,0,166349.4186302729,4,0,0,120162.03453013033,0
5378,104270,Brown,559,Spain,Female,47,4,17375.96127410982,2,0,0,179623.76996924405,1
5379,104683,Jones,524,France,Female,23,3,221347.88018107062,4,1,0,152858.8552513198,0
5380,100494,Smith,626,Germany,Male,32,4,386800.369505275,4,0,1,60283.85357379548,0
5381,107116,Garcia,693,Spain,Male,18,5,9030.58655320411,1,0,0,164099.41574671835,0
5382,101784,Jones,538,Spain,Male,27,0,71817.59728675842,3,0,1,145610.87364964164,0
5383,103510,Johnson,592,France,Female,64,1,30751.985445615075,4,1,0,187786.8313048341,1
5384,103786,Davis,635,Germany,Female,42,1,63494.29772863988,3,1,0,128599.34937869005,1
5385,105266,Jones,632,France,Female,55,4,34782.09583017359,4,1,1,196378.52611032108,1
5386,109190,Davis,725,Spain,Female,18,9,6790.112631233203,1,1,0,111014.66137178359,0
5387,105428,Jones,743,Spain,Female,40,8,50108.80616116324,4,1,1,110522.8190565476,0
5388,106681,Johnson,672,Spain,Female,37,6,22887.209249711803,2,0,1,15154.32174115486,0
5389,106893,Jones,770,Germany,Female,29,9,79693.04478675952,3,1,0,188027.7723606828,0
5390,109643,Smith,613,France,Female,35,3,114117.50030054197,2,0,1,92777.3318565534,0
5391,109943,Garcia,734,France,Female,31,4,51971.02094372978,1,1,0,175177.40780740167,0
5392,104658,Davis,588,France,Female,21,10,22770.38989111729,2,0,1,84264.77509169547,0
5393,107082,Williams,679,France,Male,41,6,21282.806397036256,2,1,0,186306.18320291655,0
5394,106869,Miller,714,Spain,Female,52,9,238.99589375425623,2,1,0,190425.4852643895,0
5395,107607,Johnson,655,France,Male,27,8,121195.47191850502,3,1,0,15529.444117385741,0
5396,107669,Davis,553,Spain,Female,27,9,29185.895288779877,1,1,1,145173.8125052144,0
5397,106219,Garcia,482,Spain,Male,51,6,353152.7241282956,4,1,1,17628.757272393304,0
5398,104534,Brown,705,Spain,Female,39,10,137459.17729781964,3,0,1,30122.295595154243,0
5399,105979,Davis,622,Germany,Female,33,1,35009.44475598754,3,0,1,19204.099769418128,0
5400,108890,Smith,629,France,Male,40,3,17309.910788174016,1,1,0,17293.466595637346,0
5401,101312,Williams,800,France,Male,69,9,97908.11537119366,3,1,1,89089.22089434338,1
5402,102962,Smith,555,Germany,Male,56,3,199920.90611518078,4,1,1,96778.92013592341,0
5403,102938,Davis,724,France,Male,64,10,87784.62146468203,3,1,1,99924.46573340139,1
5404,103197,Smith,576,France,Male,50,8,1103.481489603772,2,1,1,40920.89540308152,0
5405,105296,Brown,632,Germany,Male,27,7,154316.65056121515,3,1,0,62056.49602521111,0
5406,107204,Williams,541,Spain,Female,32,5,333044.5626165279,1,1,0,153557.0760737241,0
5407,105730,Miller,575,Spain,Female,27,7,4863.581285945747,1,1,1,77501.6019880245,0
5408,100126,Smith,691,France,Male,48,6,165616.47740801566,3,0,1,60668.51411551478,1
5409,105602,Brown,779,Spain,Female,34,7,126938.36425354112,3,1,0,75278.96939253376,0
5410,101191,Johnson,692,Germany,Female,26,6,50666.12241681596,2,1,0,180171.9262408594,0
5411,102639,Brown,680,Germany,Male,37,1,100531.65002757989,3,1,0,179477.3174244769,1
5412,101366,Jones,850,France,Female,18,10,17293.204571792267,4,1,1,94074.05756013756,0
5413,109211,Davis,706,Germany,Female,54,5,127330.51567476508,2,1,1,173282.25416789326,0
5414,106453,Garcia,556,Germany,Male,24,3,87046.10056967281,4,0,0,80737.49338334583,0
5415,106671,Davis,481,Germany,Male,52,3,9056.34591527576,2,1,1,26309.357121868306,0
5416,106683,Davis,687,France,Female,45,9,202676.21496795272,4,0,1,97038.92764337995,1
5417,104539,Brown,509,Spain,Female,47,5,13738.092871035806,4,1,0,182102.1749653736,0
5418,108876,Brown,549,Spain,Male,21,7,57679.38820262979,4,0,0,24480.116478678927,0
5419,102887,Brown,680,Spain,Male,39,4,14061.18225114005,4,1,1,58363.688041993264,0
5420,109654,Davis,753,France,Female,31,2,103880.20265564686,3,0,0,21051.186204184596,0
5421,104086,Miller,621,France,Female,18,0,133885.84849215575,3,0,1,154731.3076525269,0
5422,102261,Smith,529,France,Male,60,4,294185.8485306441,1,1,0,164414.32136020053,1
5423,104180,Miller,635,Germany,Male,37,2,29116.007153134,3,1,0,179836.6344762111,0
5424,102841,Williams,622,Spain,Female,32,2,45617.533327097364,1,1,0,26823.216952823193,0
5425,109959,Brown,661,France,Male,59,3,48893.05073272596,4,0,1,134543.23939351868,0
5426,106040,Brown,529,Spain,Male,53,8,10203.38832629779,2,1,0,110884.12523415254,1
5427,103560,Jones,566,Germany,Female,88,3,164977.58186450656,2,1,0,60314.89784180322,1
5428,104758,Jones,752,France,Male,24,4,8633.008052541018,3,1,0,139367.83637934245,0
5429,100626,Johnson,726,France,Male,30,9,41331.269955225405,4,0,0,14802.128216469198,0
5430,105014,Johnson,766,France,Male,68,4,21119.517114342732,1,1,1,35268.67746692126,1
5431,101375,Jones,464,Germany,Male,26,0,109177.48168148598,1,0,1,183587.6032086068,0
5432,101181,Williams,561,France,Male,28,6,235989.68309700306,1,1,1,131916.0082585117,0
5433,105708,Johnson,749,Germany,Male,37,1,137233.05338343326,2,0,1,31937.472889550492,0
5434,100490,Garcia,709,Germany,Female,63,5,148951.69304980114,1,1,0,135358.92300708964,1
5435,103729,Garcia,690,France,Male,31,10,8175.552646651613,2,1,0,59932.232576743416,0
5436,105974,Williams,613,France,Male,73,3,134308.56215933635,4,1,1,75071.2478444501,0
5437,103534,Jones,587,Germany,Female,38,4,6457.110255310565,2,1,1,32161.465227301047,0
5438,103296,Johnson,653,France,Female,59,4,66204.93974045308,4,1,1,148591.9379440183,1
5439,101940,Brown,605,Spain,Female,33,3,117747.5645652325,3,1,1,66070.75598162055,0
5440,105014,Jones,702,Germany,Male,24,1,29401.501918626018,3,0,0,40852.81343651482,0
5441,101882,Johnson,653,France,Female,47,7,114749.2222271815,2,1,1,195756.74027120578,1
5442,104908,Williams,552,Germany,Female,18,0,212469.60256451918,3,1,1,43439.97602439656,0
5443,102987,Garcia,713,Spain,Female,18,8,210345.18456332266,3,0,1,129179.90861918007,0
5444,105585,Davis,775,France,Male,49,5,21332.172648209184,4,0,0,35944.02927218306,1
5445,103159,Williams,782,France,Female,30,3,32091.561380302486,4,1,0,191895.06529084174,0
5446,104530,Davis,717,Germany,Male,18,5,109672.7299037396,2,1,1,97888.24326267083,0
5447,100681,Johnson,718,France,Male,30,10,184083.79769326124,2,1,1,125753.26701932713,0
5448,105254,Williams,533,France,Female,47,8,60737.08353230454,1,1,0,22028.43612788553,0
5449,101073,Johnson,582,Germany,Male,24,8,255361.3747245184,1,1,0,189730.58506405004,0
5450,102387,Johnson,633,Germany,Male,18,2,85475.95716774292,3,1,1,136566.27254509117,0
5451,102693,Davis,709,Spain,Male,36,7,30374.039766717186,3,0,1,38208.795814760066,0
5452,109562,Williams,589,France,Male,44,0,2016.7967863398035,4,1,0,110749.52480543063,1
5453,104340,Smith,619,France,Male,51,8,164692.5860891861,2,1,0,168707.87959144567,1
5454,102156,Brown,705,Germany,Female,54,6,9739.691813680305,1,1,1,152696.9998851359,1
5455,107966,Jones,663,Spain,Male,36,9,8169.062649184531,1,1,0,184238.84347274157,1
5456,102580,Garcia,683,Germany,Male,67,6,150118.1487454989,2,0,1,190323.82958083999,1
5457,107257,Brown,572,France,Male,37,5,3216.1417903618158,2,1,1,17708.89792265443,0
5458,102159,Jones,617,France,Male,35,0,184998.2499464315,2,1,1,132009.7850110666,0
5459,106772,Jones,603,Spain,Female,34,1,91310.73843117742,1,1,1,22276.21978115,0
5460,101627,Garcia,649,Germany,Female,41,10,101210.07523401207,4,1,1,12604.548057409444,0
5461,108219,Brown,606,France,Male,46,2,278144.50017273787,2,1,0,26877.461633565916,0
5462,107080,Garcia,593,France,Male,59,0,201508.85480223576,3,0,0,198359.3166419446,0
5463,101985,Johnson,662,Spain,Female,30,4,7903.823008777945,1,0,0,11827.038341576359,0
5464,109713,Garcia,850,Spain,Male,26,10,191722.4457634651,4,1,0,135873.76675699733,0
5465,108488,Davis,708,France,Male,41,4,110004.84171379014,2,0,1,127101.67044532268,0
5466,102181,Davis,471,France,Female,32,5,38092.85249526463,3,1,1,160320.56855799723,0
5467,102296,Williams,685,France,Female,22,6,191977.9914761197,1,1,1,138063.62220276656,0
5468,107164,Smith,598,France,Male,57,9,2357.448869751179,2,1,0,188765.39028038716,1
5469,102597,Smith,555,France,Female,56,8,181734.70441519396,3,1,1,172549.4910050522,0
5470,100901,Smith,720,France,Male,18,6,96808.65676183056,2,1,0,64581.00050585924,0
5471,106060,Brown,657,Germany,Male,36,5,30268.445378811433,3,1,1,176792.12069641097,0
5472,109290,Davis,850,Germany,Male,47,8,597.4907968981892,4,0,0,64192.25469419227,1
5473,101677,Brown,638,Spain,Male,67,1,73673.37847355151,1,1,0,135777.3313459676,1
5474,102881,Johnson,627,Germany,Female,38,5,54862.506514158835,4,1,0,57814.80386702974,0
5475,105622,Miller,769,France,Female,51,4,198447.88344427978,1,1,0,188362.6565532025,1
5476,108052,Smith,652,France,Female,33,5,155077.01455351253,1,0,1,144486.88011425408,0
5477,101378,Johnson,544,Spain,Male,45,9,89076.40691579101,2,0,0,101944.38857152793,1
5478,101248,Davis,561,Spain,Female,52,0,16351.829789212568,4,1,1,162818.74496168495,1
5479,105650,Miller,617,France,Male,44,10,129507.9858292995,1,1,0,16694.604043291663,1
5480,106079,Smith,715,France,Female,39,4,90047.25519003056,3,1,0,131381.4744946073,0
5481,109456,Brown,777,Spain,Male,53,7,2280.1327980493984,2,1,1,17466.937512886023,1
5482,107036,Miller,730,France,Male,59,2,143467.40401373955,3,0,1,54541.53466362302,1
5483,106487,Williams,706,France,Female,41,2,178212.9127272754,3,0,0,70460.09692912763,0
5484,101058,Williams,759,Spain,Male,54,10,148940.89149174935,3,0,1,153005.5945233013,1
5485,102048,Williams,712,Spain,Male,30,6,19398.59813376108,2,1,1,184638.42869372436,0
5486,106115,Garcia,559,Germany,Female,33,6,69816.08495766165,4,1,1,81064.57405094201,0
5487,104248,Williams,627,France,Female,62,1,74925.5463282447,3,1,1,128023.97581693121,1
5488,102476,Jones,598,Germany,Male,18,7,272348.53725425364,3,1,0,158047.92182326867,0
5489,104603,Smith,776,Germany,Male,35,4,259835.1429785805,1,1,1,170947.58170387568,0
5490,103553,Williams,554,Spain,Male,42,8,6430.328398182062,2,0,0,192971.40448255787,1
5491,109953,Miller,556,France,Male,21,0,712742.3634958093,4,1,1,158989.1893674397,0
5492,100220,Davis,666,Spain,Female,55,10,154500.87068485105,1,1,0,17704.821566093382,1
5493,104818,Jones,842,France,Female,38,3,47085.45890532405,4,1,1,30794.679911965653,0
5494,107192,Jones,723,France,Male,49,7,135977.90340815354,3,0,0,168684.1830002787,1
5495,104623,Jones,754,France,Male,61,8,47264.7266587169,3,1,1,64276.75248259933,0
5496,107349,Johnson,539,Germany,Male,57,8,275324.4800898213,2,1,0,27123.507508101084,1
5497,105618,Miller,716,Germany,Male,33,9,47499.71639435578,3,1,1,192013.4459947243,0
5498,109856,Johnson,538,Germany,Female,21,10,145285.44037278075,2,0,1,83190.26845463271,0
5499,107209,Jones,723,France,Female,32,0,16874.3232544196,3,1,1,80595.9832143785,0
5500,104576,Garcia,492,Spain,Female,41,0,191269.13034126358,3,0,0,33319.22318790757,1
5501,101871,Williams,616,France,Female,18,6,96875.27982554512,1,1,1,167118.23161069112,0
5502,107915,Davis,444,France,Male,62,10,164818.18375914724,3,0,1,96690.55099409766,1
5503,101462,Smith,561,Germany,Male,40,5,54121.50582723253,4,1,1,68574.75449581018,1
5504,105521,Miller,507,France,Male,35,6,42512.97404779929,4,1,1,167463.75134714277,0
5505,108536,Garcia,715,Germany,Female,18,7,76061.70188950135,1,1,1,172448.72433923636,0
5506,108236,Brown,659,France,Female,39,10,49133.167621752764,1,0,1,146090.71701452197,1
5507,107813,Johnson,603,France,Female,40,5,72185.0499609027,3,1,1,91693.24289985505,1
5508,102068,Williams,661,France,Female,26,9,56325.390732077154,1,1,1,68013.77075559055,0
5509,105753,Williams,566,France,Male,43,9,21895.657892428204,2,1,0,108593.50272550627,0
5510,107237,Brown,682,France,Male,37,9,375625.7242595135,1,0,1,116732.43192046534,1
5511,107016,Brown,642,France,Female,18,6,1621.611356756067,4,1,0,118381.65670689497,0
5512,106191,Miller,850,Germany,Female,49,10,259893.6813703307,2,1,0,152401.92684695893,1
5513,101514,Williams,813,France,Male,76,6,175674.35339262147,4,1,0,22860.05512749059,1
5514,102598,Brown,744,Germany,Male,65,6,54628.60604207289,1,1,0,133763.13986725258,1
5515,101001,Williams,679,Germany,Male,46,1,38875.10806223152,1,0,0,175251.81925840484,1
5516,101033,Garcia,692,Spain,Male,43,2,17994.809793685814,1,1,0,36329.63763228742,0
5517,106899,Miller,774,Spain,Male,18,9,14278.525854111493,3,1,1,115928.19755915453,0
5518,108465,Davis,678,France,Female,42,8,80055.12238681577,4,0,0,141235.99924217982,0
5519,105051,Brown,684,France,Male,34,0,11140.843813506308,3,1,1,192613.69262853274,0
5520,109971,Garcia,592,Germany,Male,18,7,64716.3540986457,3,1,0,29715.074780658128,0
5521,104476,Garcia,581,Spain,Female,33,6,168583.51606198231,3,0,1,148540.35075460654,0
5522,100478,Brown,639,France,Male,30,5,141476.90626232282,4,0,1,121405.11194251782,0
5523,100515,Miller,388,Germany,Male,18,0,14215.34689941794,2,1,0,75922.37390191971,0
5524,101191,Williams,647,Spain,Female,37,8,324614.53844226606,1,0,1,21133.54391648188,0
5525,106297,Davis,625,Spain,Female,18,1,33711.02834250696,3,0,1,73631.1540025705,0
5526,109603,Jones,737,Germany,Female,45,9,122312.36743320113,4,1,1,167254.76711957817,1
5527,100271,Williams,772,France,Female,47,4,35738.46368172019,4,0,1,131169.93816731803,0
5528,108334,Smith,850,France,Female,18,8,96083.35924505566,1,1,0,54584.84494522694,0
5529,107778,Brown,707,France,Female,32,7,84977.44592920106,3,1,1,198667.97101234077,1
5530,106008,Johnson,665,France,Male,31,9,19639.936540086055,2,1,0,152136.5060204786,1
5531,107987,Miller,593,Spain,Male,35,3,105716.02626725551,1,1,0,47166.306724409325,0
5532,103332,Brown,545,France,Male,18,7,39453.41862469405,2,1,1,158761.62899924754,0
5533,100787,Smith,741,France,Male,44,8,94456.28874835238,3,1,1,168189.71886150521,0
5534,106222,Garcia,647,France,Female,61,10,77952.72372286543,1,1,1,175619.90868286986,1
5535,109873,Johnson,692,Germany,Female,61,4,184929.8404892926,3,0,1,150931.07792761805,1
5536,100622,Johnson,651,Germany,Female,52,0,24027.973441739356,3,1,1,26721.50608546704,1
5537,103841,Williams,654,Germany,Male,18,10,16418.188365772596,4,1,1,164891.29617829568,0
5538,103676,Jones,671,Spain,Female,29,5,193031.90374779014,2,1,0,186368.26608413618,0
5539,102572,Williams,692,France,Male,46,3,58796.880549381625,2,1,1,105725.52979338901,1
5540,106915,Miller,744,France,Female,45,5,152254.06656103148,1,0,1,154978.50758134548,0
5541,105033,Johnson,526,Spain,Male,56,0,320824.940934628,3,1,1,106589.973172456,0
5542,107788,Davis,708,Spain,Female,35,3,78598.01778731048,1,0,1,132300.90978448256,0
5543,105214,Davis,521,France,Female,20,4,35764.634704050804,1,1,1,133479.4246157038,0
5544,104712,Johnson,720,France,Male,46,5,158099.29974955114,3,0,1,96886.29290750597,0
5545,100066,Davis,682,Spain,Female,31,4,267282.8031087691,2,1,1,78410.25449540692,0
5546,107533,Davis,642,France,Female,59,1,28123.50914783967,1,1,1,93707.17170834281,1
5547,104616,Jones,646,France,Male,49,2,116585.75507873028,1,0,1,121061.02450527683,0
5548,101140,Miller,663,Spain,Male,33,4,151678.62979328967,1,1,0,110898.15597253399,0
5549,105730,Brown,759,France,Female,41,10,2692.154720467986,3,1,0,132521.42995232434,1
5550,107465,Jones,750,Germany,Female,55,6,89714.56160814952,1,1,1,20296.014747396217,1
5551,109379,Garcia,738,France,Female,46,3,100284.41401864805,2,1,1,98253.91089781941,1
5552,104471,Williams,515,France,Female,41,10,101208.97092410481,4,1,1,24868.994654722606,0
5553,103339,Davis,707,Germany,Female,42,5,8785.577103421114,2,0,0,153881.84474074427,0
5554,100548,Brown,410,France,Female,34,8,2192.67727387462,3,1,1,62044.10307807704,0
5555,107675,Williams,436,Germany,Male,45,9,34770.61094525947,4,1,1,76737.970779866,0
5556,108264,Davis,762,France,Female,39,6,44290.60307573512,3,0,1,134836.7867752018,0
5557,100198,Jones,505,France,Male,23,2,15621.39135862356,3,1,1,76888.12812400893,0
5558,109973,Brown,632,France,Male,45,10,71250.62526285894,4,1,0,149067.74175295385,0
5559,100571,Jones,790,Spain,Female,47,4,25818.260764589584,3,1,0,173966.26876129198,0
5560,100790,Garcia,708,France,Male,54,8,41178.22309066855,2,0,1,131573.01688230108,1
5561,109830,Smith,687,France,Female,18,4,34647.53219581117,4,1,0,41028.55303768035,0
5562,101174,Johnson,644,France,Male,43,2,147854.76141788284,3,0,0,96283.6760516385,1
5563,100178,Miller,662,Germany,Female,33,7,209618.20057041445,1,1,0,149607.1477866534,0
5564,102244,Brown,587,France,Male,47,6,35449.53102027905,2,1,1,62905.459894413245,0
5565,104086,Johnson,602,Spain,Female,20,4,47264.5968726594,4,0,1,190297.06849550386,0
5566,100734,Smith,658,Spain,Male,58,4,168887.79625009792,4,1,1,189334.45206911402,1
5567,106232,Brown,673,France,Male,22,0,142337.18651550674,3,1,0,75341.77580783654,0
5568,100798,Johnson,634,France,Male,31,7,123372.32108258228,4,1,0,127255.94270420371,0
5569,107601,Johnson,426,Spain,Male,79,5,123051.33815852112,4,1,0,84742.67320222237,1
5570,108979,Brown,806,France,Male,40,4,35265.29357698315,3,1,1,148373.39308884955,0
5571,102795,Johnson,743,Spain,Male,55,6,275717.01486162486,1,1,1,160998.20570838716,1
5572,104588,Johnson,629,France,Female,42,1,165649.86121936407,2,0,1,42974.5232972561,0
5573,107297,Brown,746,France,Female,58,2,23817.056769583043,2,1,0,109656.09323244556,1
5574,103084,Miller,614,Spain,Male,51,8,108515.77008692073,4,1,0,76798.04909460018,0
5575,100731,Johnson,681,France,Male,27,4,16829.227408069277,4,0,0,185909.05137734546,0
5576,101129,Johnson,457,France,Male,18,5,86188.60550262421,4,0,0,48676.13982955979,0
5577,101605,Miller,675,Germany,Female,19,7,34122.00622045429,1,0,1,189910.68829272236,0
5578,102933,Williams,621,Spain,Male,31,2,11120.674417099275,1,1,1,90576.12046267382,0
5579,109407,Garcia,671,France,Male,47,0,92426.19110756542,3,1,1,176161.90719441473,0
5580,108516,Williams,820,Spain,Male,54,3,215673.24924781194,1,1,1,99060.89593957069,0
5581,105074,Davis,648,Germany,Female,38,1,15164.967408489743,1,1,0,127234.10866936065,1
5582,107099,Smith,604,Spain,Male,41,8,229327.36522554694,1,1,1,197749.67628260667,0
5583,101490,Williams,605,Germany,Female,18,3,13675.204892159254,2,1,0,149430.18750248794,0
5584,100893,Williams,508,Germany,Male,34,8,135432.19560146253,4,1,0,48284.97775271417,0
5585,101390,Smith,690,Spain,Male,37,6,456577.7363947589,2,1,1,61188.23295345459,0
5586,103389,Johnson,703,France,Female,45,6,9836.283769548698,1,0,0,98832.11253248055,1
5587,104239,Johnson,656,Spain,Male,34,0,23910.94957100615,4,1,0,121993.26016443098,0
5588,104479,Williams,741,France,Male,31,1,62279.20903658086,1,0,1,23088.89393615876,0
5589,102263,Smith,742,France,Male,67,6,133787.39648513598,4,1,0,19783.344446932606,1
5590,103432,Johnson,656,Germany,Female,18,4,228188.0452861122,2,0,1,97762.42232742374,0
5591,102371,Jones,708,France,Female,59,6,130604.07163684967,1,0,0,110221.00929890781,0
5592,104312,Brown,850,Spain,Male,48,2,147499.82303103543,1,1,1,26611.551461645824,1
5593,101515,Brown,567,Spain,Male,37,7,60172.85850016947,2,1,1,101164.6648431667,0
5594,106326,Garcia,727,France,Female,72,3,43977.00968920008,1,1,1,158645.27423934513,1
5595,107088,Brown,658,France,Female,38,7,70879.72572850036,4,1,0,115037.23306996589,0
5596,105586,Williams,754,Germany,Male,26,5,104846.83238071218,1,1,0,101594.9416807639,1
5597,102917,Brown,570,Spain,Male,42,8,69784.25385715485,2,0,0,25044.648409898127,1
5598,105731,Brown,670,Spain,Male,52,5,156221.47404195648,3,1,1,196326.87724338847,1
5599,107686,Jones,582,France,Female,47,3,17087.650362497443,1,1,1,113548.4372093432,1
5600,101167,Johnson,473,Spain,Female,30,2,50449.21026613114,1,0,1,96260.12807553646,0
5601,108302,Jones,790,France,Female,48,3,6882.443879925955,1,1,0,25476.333776919993,1
5602,105109,Williams,606,France,Female,18,10,111302.86985887199,3,0,1,150372.17848336944,0
5603,104327,Brown,565,France,Male,59,6,141482.5456322999,4,1,1,63512.30755972644,1
5604,105810,Miller,592,France,Female,51,7,110077.0441799499,2,1,1,26702.50508375954,1
5605,103655,Johnson,832,Germany,Female,18,1,310454.7473872516,4,1,1,147246.45196797562,0
5606,103793,Garcia,781,Germany,Female,28,8,269035.3042556582,4,1,1,102152.42161683642,0
5607,109947,Garcia,628,Spain,Male,57,6,31528.057278092863,2,0,1,22195.25848542532,1
5608,106738,Davis,736,Germany,Male,35,6,27862.041021684232,2,1,0,171673.8929582381,0
5609,101577,Davis,542,France,Male,38,9,2564.9292620828796,4,1,1,95873.57120182812,0
5610,109488,Brown,702,Germany,Male,60,3,69829.67854649467,2,1,1,38700.70611330305,1
5611,102220,Brown,606,France,Female,30,6,197414.42632540528,1,1,0,75388.03390228034,1
5612,109164,Garcia,693,Germany,Female,18,1,17138.964298147854,4,1,1,16996.542200212927,0
5613,101030,Garcia,512,France,Male,59,10,89987.73694532065,4,1,1,196236.2220717571,1
5614,106691,Miller,590,France,Male,32,9,127427.34424751361,3,1,1,152850.2699736064,0
5615,103992,Williams,668,France,Male,38,2,45837.037185031106,3,1,0,20786.941152196276,0
5616,100913,Brown,667,Spain,Female,36,1,121383.64746569734,4,0,0,56856.72605045727,0
5617,106358,Garcia,503,Germany,Female,31,4,181594.95510719254,2,0,1,101331.7458378131,0
5618,102181,Miller,552,Spain,Female,26,0,1056.534494639286,2,0,1,146674.06485495708,0
5619,103197,Smith,692,France,Female,36,1,132888.64884225428,1,0,1,131229.8598007304,0
5620,106040,Garcia,680,Spain,Male,24,10,91588.84790827012,4,0,1,94712.76006351666,0
5621,101462,Johnson,715,France,Male,59,5,186327.3926169843,4,0,0,114586.06231692882,1
5622,107037,Johnson,669,Spain,Female,57,5,14920.29682895321,2,1,1,19704.0167030697,1
5623,109499,Smith,544,France,Female,47,7,164558.5158064604,4,1,1,199793.13676736862,0
5624,104994,Davis,614,France,Male,46,8,15219.623291286154,2,0,1,174941.2734507889,0
5625,109381,Williams,703,Spain,Male,18,8,87919.21514250695,4,0,0,72398.05181514325,0
5626,105308,Davis,549,Spain,Male,55,6,31592.323221583923,2,0,1,31882.373604019824,0
5627,106221,Brown,537,Spain,Female,32,9,27444.64164457368,2,1,1,130003.34392965383,0
5628,107090,Davis,619,France,Male,59,0,69063.09474298982,3,0,1,184253.3636368734,1
5629,107769,Brown,677,Germany,Female,64,3,141605.28585658167,2,1,1,140605.52320291864,1
5630,100687,Garcia,465,France,Male,35,6,103626.51418080661,2,0,0,24412.688364610796,0
